,playerID,yearID,stint,teamID,lgID,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP,years,inducted,name
5618,ruffire01,1939,1,NYA,AL,44,114,12,35,1,0,1,20,1,0,7,18,,0,3,,1,18,Y,Red Ruffing
5745,ruffire01,1940,1,NYA,AL,33,89,8,11,4,0,1,7,0,0,3,9,,0,1,,6,18,Y,Red Ruffing
5868,ruffire01,1941,1,NYA,AL,38,89,10,27,8,1,2,22,0,0,4,12,,0,1,,2,18,Y,Red Ruffing
5983,ruffire01,1942,1,NYA,AL,30,80,8,20,4,0,1,13,0,0,5,13,,1,2,,2,18,Y,Red Ruffing
6240,ruffire01,1945,1,NYA,AL,21,46,4,10,0,1,1,5,0,0,0,8,,0,0,,0,18,Y,Red Ruffing
6351,ruffire01,1946,1,NYA,AL,8,25,1,3,1,0,0,1,0,0,1,8,,0,0,,1,18,Y,Red Ruffing
6465,ruffire01,1947,1,CHA,AL,14,24,2,5,0,0,0,3,0,0,1,3,,0,0,,1,18,Y,Red Ruffing
6242,schoere01,1945,1,SLN,NL,137,565,89,157,22,6,1,47,26,,21,17,,1,10,,6,16,Y,Red Schoendienst
6353,schoere01,1946,1,SLN,NL,142,606,94,170,28,5,0,34,12,,37,27,,0,7,,11,16,Y,Red Schoendienst
6467,schoere01,1947,1,SLN,NL,151,659,91,167,25,9,3,48,6,,48,27,,0,3,,16,16,Y,Red Schoendienst
6576,schoere01,1948,1,SLN,NL,119,408,64,111,21,4,4,36,1,,28,16,,0,2,,6,16,Y,Red Schoendienst
6693,schoere01,1949,1,SLN,NL,151,640,102,190,25,2,3,54,8,,51,18,,2,9,,10,16,Y,Red Schoendienst
6807,schoere01,1950,1,SLN,NL,153,642,81,177,43,9,7,63,3,,33,32,,2,16,,15,16,Y,Red Schoendienst
6923,schoere01,1951,1,SLN,NL,135,553,88,160,32,7,6,54,0,1,35,23,,3,11,,13,16,Y,Red Schoendienst
7040,schoere01,1952,1,SLN,NL,152,620,91,188,40,7,7,67,9,6,42,30,,0,11,,17,16,Y,Red Schoendienst
7157,schoere01,1953,1,SLN,NL,146,564,107,193,35,5,15,79,3,3,60,23,,0,3,,19,16,Y,Red Schoendienst
7269,schoere01,1954,1,SLN,NL,148,610,98,192,38,8,5,79,4,2,54,22,,1,5,9,17,16,Y,Red Schoendienst
7394,schoere01,1955,1,SLN,NL,145,553,68,148,21,3,11,51,7,7,54,28,5,4,0,4,9,16,Y,Red Schoendienst
7516,schoere01,1956,1,SLN,NL,40,153,22,48,9,0,0,15,0,1,13,5,0,0,1,1,2,16,Y,Red Schoendienst
7517,schoere01,1956,2,NY1,NL,92,334,39,99,12,3,2,14,1,2,28,10,1,2,2,2,11,16,Y,Red Schoendienst
7639,schoere01,1957,1,NY1,NL,57,254,35,78,8,4,9,33,2,1,10,8,0,2,1,1,4,16,Y,Red Schoendienst
7640,schoere01,1957,2,ML1,NL,93,394,56,122,23,4,6,32,2,3,23,7,1,1,7,1,6,16,Y,Red Schoendienst
7766,schoere01,1958,1,ML1,NL,106,427,47,112,23,1,1,24,3,1,31,21,0,1,5,1,8,16,Y,Red Schoendienst
7895,schoere01,1959,1,ML1,NL,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,Y,Red Schoendienst
8017,schoere01,1960,1,ML1,NL,68,226,21,58,9,1,1,19,1,0,17,13,4,1,2,0,3,16,Y,Red Schoendienst
8148,schoere01,1961,1,SLN,NL,72,120,9,36,9,0,1,12,1,0,12,6,2,0,1,0,1,16,Y,Red Schoendienst
8283,schoere01,1962,1,SLN,NL,98,143,21,43,4,0,2,12,0,0,9,12,2,1,0,0,6,16,Y,Red Schoendienst
8444,schoere01,1963,1,SLN,NL,6,5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,16,Y,Red Schoendienst
9190,jacksre01,1967,1,KC1,AL,35,118,13,21,4,4,1,6,1,1,10,46,0,5,1,1,1,1,Y,Reggie Jackson
9422,jacksre01,1968,1,OAK,AL,154,553,82,138,13,6,29,74,14,4,50,171,5,5,4,2,3,1,Y,Reggie Jackson
9672,jacksre01,1969,1,OAK,AL,152,549,123,151,36,3,47,118,13,5,114,142,20,12,1,1,8,1,Y,Reggie Jackson
9944,jacksre01,1970,1,OAK,AL,149,426,57,101,21,2,23,66,26,17,75,135,11,8,2,3,10,1,Y,Reggie Jackson
10230,jacksre01,1971,1,OAK,AL,150,567,87,157,29,3,32,80,16,10,63,161,5,6,0,6,7,1,Y,Reggie Jackson
10525,jacksre01,1972,1,OAK,AL,135,499,72,132,25,2,25,75,9,8,59,125,7,8,4,2,5,1,Y,Reggie Jackson
10842,jacksre01,1973,1,OAK,AL,151,539,99,158,28,2,32,117,22,8,76,111,11,7,0,7,13,1,Y,Reggie Jackson
11166,jacksre01,1974,1,OAK,AL,148,506,90,146,25,1,29,93,25,5,86,105,20,4,0,8,8,1,Y,Reggie Jackson
11475,jacksre01,1975,1,OAK,AL,157,593,91,150,39,3,36,104,17,8,67,133,5,3,0,6,10,1,Y,Reggie Jackson
11761,jacksre01,1976,1,BAL,AL,134,498,84,138,27,2,27,91,28,7,54,108,7,4,0,2,17,1,Y,Reggie Jackson
12045,jacksre01,1977,1,NYA,AL,146,525,93,150,39,2,32,110,17,3,74,129,4,3,0,4,3,1,Y,Reggie Jackson
12327,jacksre01,1978,1,NYA,AL,139,511,82,140,13,5,27,97,14,11,58,133,2,9,0,3,8,1,Y,Reggie Jackson
12582,jacksre01,1979,1,NYA,AL,131,465,78,138,24,2,29,89,9,8,65,107,3,2,0,5,17,1,Y,Reggie Jackson
12847,jacksre01,1980,1,NYA,AL,143,514,94,154,22,4,41,111,1,2,83,122,15,2,0,2,7,1,Y,Reggie Jackson
13098,jacksre01,1981,1,NYA,AL,94,334,33,79,17,1,15,54,0,3,46,82,2,1,0,1,8,1,Y,Reggie Jackson
13357,jacksre01,1982,1,CAL,AL,153,530,92,146,17,1,39,101,4,5,85,156,12,2,0,4,10,1,Y,Reggie Jackson
13622,jacksre01,1983,1,CAL,AL,116,397,43,77,14,1,14,49,0,2,52,140,5,4,0,5,5,1,Y,Reggie Jackson
13865,jacksre01,1984,1,CAL,AL,143,525,67,117,17,2,25,81,8,4,55,141,7,3,1,0,10,1,Y,Reggie Jackson
14116,jacksre01,1985,1,CAL,AL,143,460,64,116,27,0,27,85,1,2,78,138,12,1,0,2,16,1,Y,Reggie Jackson
14355,jacksre01,1986,1,CAL,AL,132,419,65,101,12,2,18,58,1,1,92,115,11,3,0,3,14,1,Y,Reggie Jackson
14596,jacksre01,1987,1,OAK,AL,115,336,42,74,14,1,15,43,2,1,33,97,0,4,0,1,3,1,Y,Reggie Jackson
15603,sandere02,1991,1,CIN,NL,9,40,6,8,0,0,1,3,1,1,0,9,0,0,0,0,1,1,N,Reggie Sanders
15837,sandere02,1992,1,CIN,NL,116,385,62,104,26,6,12,36,16,7,48,98,2,4,0,1,6,1,N,Reggie Sanders
16076,sandere02,1993,1,CIN,NL,138,496,90,136,16,4,20,83,27,10,51,118,7,5,3,8,10,1,N,Reggie Sanders
16311,sandere02,1994,1,CIN,NL,107,400,66,105,20,8,17,62,21,9,41,114,1,2,1,3,2,1,N,Reggie Sanders
16546,sandere02,1995,1,CIN,NL,133,484,91,148,36,6,28,99,36,12,69,122,4,8,0,6,9,1,N,Reggie Sanders
16778,sandere02,1996,1,CIN,NL,81,287,49,72,17,1,14,33,24,8,44,86,4,2,0,1,8,1,N,Reggie Sanders
17006,sandere02,1997,1,CIN,NL,86,312,52,79,19,2,19,56,13,7,42,93,3,3,1,0,9,1,N,Reggie Sanders
17230,sandere02,1998,1,CIN,NL,135,481,83,129,18,6,14,59,20,9,51,137,2,7,4,2,10,1,N,Reggie Sanders
17429,sandere02,1999,1,SDN,NL,133,478,92,136,24,7,26,72,36,13,65,108,1,6,0,1,10,1,N,Reggie Sanders
17607,sandere02,2000,1,ATL,NL,103,340,43,79,23,1,11,37,21,4,32,78,2,2,3,0,9,1,N,Reggie Sanders
17782,sandere02,2001,1,ARI,NL,126,441,84,116,21,3,33,90,14,10,46,126,7,5,1,3,2,1,N,Reggie Sanders
17933,sandere02,2002,1,SFN,NL,140,505,75,126,23,6,23,85,18,6,47,121,3,12,0,7,10,1,N,Reggie Sanders
18078,sandere02,2003,1,PIT,NL,130,453,74,129,27,4,31,87,15,5,38,110,4,5,0,2,10,1,N,Reggie Sanders
18214,sandere02,2004,1,SLN,NL,135,446,64,116,27,3,22,67,21,5,33,118,5,4,1,3,5,1,N,Reggie Sanders
18323,sandere02,2005,1,SLN,NL,93,295,49,80,14,2,21,54,14,1,28,75,1,4,0,2,8,1,N,Reggie Sanders
18421,sandere02,2006,1,KCA,AL,88,325,45,80,23,1,11,49,7,7,28,86,3,1,0,4,10,1,N,Reggie Sanders
18508,sandere02,2007,1,KCA,AL,24,73,12,23,7,0,2,11,0,1,11,15,0,1,0,0,2,1,N,Reggie Sanders
9072,smithre06,1966,1,BOS,AL,6,26,1,4,1,0,0,0,0,0,0,5,0,0,1,0,0,1,N,Reggie Smith
9296,smithre06,1967,1,BOS,AL,158,565,78,139,24,6,15,61,16,6,57,95,11,1,2,3,7,1,N,Reggie Smith
9530,smithre06,1968,1,BOS,AL,155,558,78,148,37,5,15,69,22,18,64,77,13,4,1,5,10,1,N,Reggie Smith
9793,smithre06,1969,1,BOS,AL,143,543,87,168,29,7,25,93,7,13,54,67,7,1,1,8,14,1,N,Reggie Smith
10071,smithre06,1970,1,BOS,AL,147,580,109,176,32,7,22,74,10,7,51,60,1,4,0,5,13,1,N,Reggie Smith
10358,smithre06,1971,1,BOS,AL,159,618,85,175,33,2,30,96,11,3,63,82,4,5,1,5,15,1,N,Reggie Smith
10661,smithre06,1972,1,BOS,AL,131,467,75,126,25,4,21,74,15,4,68,63,12,4,0,4,8,1,N,Reggie Smith
10991,smithre06,1973,1,BOS,AL,115,423,79,128,23,2,21,69,3,2,68,49,7,1,0,3,11,1,N,Reggie Smith
11309,smithre06,1974,1,SLN,NL,143,517,79,160,26,9,23,100,4,3,71,70,10,1,1,8,16,1,N,Reggie Smith
11595,smithre06,1975,1,SLN,NL,135,477,67,144,26,3,19,76,9,7,63,59,9,3,0,7,16,1,N,Reggie Smith
11871,smithre06,1976,1,SLN,NL,47,170,20,37,7,1,8,23,1,2,14,28,2,1,0,0,4,1,N,Reggie Smith
11872,smithre06,1976,2,LAN,NL,65,225,35,63,8,4,10,26,2,0,18,42,4,1,0,1,4,1,N,Reggie Smith
12162,smithre06,1977,1,LAN,NL,148,488,104,150,27,4,32,87,7,5,104,76,11,3,1,7,5,1,N,Reggie Smith
12427,smithre06,1978,1,LAN,NL,128,447,82,132,27,2,29,93,12,5,70,90,8,1,0,13,5,1,N,Reggie Smith
12693,smithre06,1979,1,LAN,NL,68,234,41,64,13,1,10,32,6,5,31,50,3,2,0,3,5,1,N,Reggie Smith
12949,smithre06,1980,1,LAN,NL,92,311,47,100,13,0,15,55,5,6,41,63,1,1,0,9,4,1,N,Reggie Smith
13203,smithre06,1981,1,LAN,NL,41,35,5,7,1,0,1,8,0,0,7,8,3,0,0,2,4,1,N,Reggie Smith
13466,smithre06,1982,1,SFN,NL,106,349,51,99,11,0,18,56,7,0,46,46,9,0,0,3,9,1,N,Reggie Smith
16375,aurilri01,1995,1,SFN,NL,9,19,4,9,3,0,2,4,1,0,1,2,0,0,1,1,1,1,N,Rich Aurilia
16612,aurilri01,1996,1,SFN,NL,105,318,27,76,7,1,3,26,4,1,25,52,2,1,6,2,1,1,N,Rich Aurilia
16839,aurilri01,1997,1,SFN,NL,46,102,16,28,8,0,5,19,1,1,8,15,0,0,1,2,3,1,N,Rich Aurilia
17064,aurilri01,1998,1,SFN,NL,122,413,54,110,27,2,9,49,3,3,31,62,3,2,5,2,3,1,N,Rich Aurilia
17286,aurilri01,1999,1,SFN,NL,152,558,68,157,23,1,22,80,2,3,43,71,3,5,3,5,16,1,N,Rich Aurilia
17475,aurilri01,2000,1,SFN,NL,141,509,67,138,24,2,20,79,1,2,54,90,2,0,4,4,15,1,N,Rich Aurilia
17655,aurilri01,2001,1,SFN,NL,156,636,114,206,37,5,37,97,1,3,47,83,2,0,3,3,14,1,N,Rich Aurilia
17824,aurilri01,2002,1,SFN,NL,133,538,76,138,35,2,15,61,1,2,37,90,0,4,3,7,15,1,N,Rich Aurilia
17974,aurilri01,2003,1,SFN,NL,129,505,65,140,26,1,13,58,2,2,36,82,0,1,0,3,18,1,N,Rich Aurilia
18122,aurilri01,2004,1,SEA,AL,73,261,27,63,13,0,4,28,1,0,22,43,1,2,6,1,10,1,N,Rich Aurilia
18123,aurilri01,2004,2,SDN,NL,51,138,22,35,8,2,2,16,0,0,15,28,0,2,1,2,2,1,N,Rich Aurilia
18246,aurilri01,2005,1,CIN,NL,114,426,61,120,23,2,14,68,2,0,37,67,2,1,1,3,8,1,N,Rich Aurilia
18353,aurilri01,2006,1,CIN,NL,122,440,61,132,25,1,23,70,3,0,34,51,1,1,2,4,10,1,N,Rich Aurilia
18449,aurilri01,2007,1,SFN,NL,99,329,40,83,19,2,5,33,0,0,22,45,1,4,0,3,8,1,N,Rich Aurilia
18528,aurilri01,2008,1,SFN,NL,140,407,33,115,21,1,10,52,1,1,30,56,4,1,0,2,11,1,N,Rich Aurilia
18585,aurilri01,2009,1,SFN,NL,60,122,10,26,2,0,2,16,0,0,8,24,1,0,0,3,5,1,N,Rich Aurilia
11693,dauerri01,1976,1,BAL,AL,11,39,0,4,0,0,0,3,0,0,1,3,0,1,0,1,0,1,N,Rich Dauer
11976,dauerri01,1977,1,BAL,AL,96,304,38,74,15,1,5,25,1,0,20,28,0,2,2,1,10,1,N,Rich Dauer
12265,dauerri01,1978,1,BAL,AL,133,459,57,121,23,0,6,46,0,4,26,22,0,0,3,3,16,1,N,Rich Dauer
12522,dauerri01,1979,1,BAL,AL,142,479,63,123,20,0,9,61,0,1,36,36,2,1,4,8,15,1,N,Rich Dauer
12790,dauerri01,1980,1,BAL,AL,152,557,71,158,32,0,2,63,3,2,46,19,1,3,6,6,22,1,N,Rich Dauer
13039,dauerri01,1981,1,BAL,AL,96,369,41,97,27,0,4,38,0,0,27,18,0,3,3,2,6,1,N,Rich Dauer
13295,dauerri01,1982,1,BAL,AL,158,558,75,156,24,2,8,57,0,1,50,34,1,1,11,6,15,1,N,Rich Dauer
13562,dauerri01,1983,1,BAL,AL,140,459,49,108,19,0,5,41,1,1,47,29,2,2,7,5,20,1,N,Rich Dauer
13806,dauerri01,1984,1,BAL,AL,127,397,29,101,26,0,2,24,1,3,24,23,1,0,3,2,15,1,N,Rich Dauer
14053,dauerri01,1985,1,BAL,AL,85,208,25,42,7,0,2,14,0,1,20,7,0,1,5,0,9,1,N,Rich Dauer
10498,gossari01,1972,1,CHA,AL,36,16,0,0,0,0,0,0,0,0,0,11,0,0,1,0,1,9,Y,Rich Gossage
10813,gossari01,1973,1,CHA,AL,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,Y,Rich Gossage
11133,gossari01,1974,1,CHA,AL,39,,,,,,,,,,,,,,,,,9,Y,Rich Gossage
11443,gossari01,1975,1,CHA,AL,62,,,,,,,,,,,,,,,,,9,Y,Rich Gossage
11730,gossari01,1976,1,CHA,AL,31,,,,,,,,,,,,,,,,,9,Y,Rich Gossage
12011,gossari01,1977,1,PIT,NL,72,23,0,5,1,0,0,2,0,0,1,8,0,0,1,0,0,9,Y,Rich Gossage
12294,gossari01,1978,1,NYA,AL,63,,,,,,,,,,,,,,,,,9,Y,Rich Gossage
12551,gossari01,1979,1,NYA,AL,36,,,,,,,,,,,,,,,,,9,Y,Rich Gossage
12816,gossari01,1980,1,NYA,AL,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,Y,Rich Gossage
13068,gossari01,1981,1,NYA,AL,32,,,,,,,,,,,,,,,,,9,Y,Rich Gossage
13325,gossari01,1982,1,NYA,AL,56,,,,,,,,,,,,,,,,,9,Y,Rich Gossage
13592,gossari01,1983,1,NYA,AL,57,,,,,,,,,,,,,,,,,9,Y,Rich Gossage
13837,gossari01,1984,1,SDN,NL,62,22,0,4,0,0,0,0,0,0,1,8,0,0,2,0,0,9,Y,Rich Gossage
14085,gossari01,1985,1,SDN,NL,50,11,1,0,0,0,0,0,0,0,2,5,0,0,0,0,0,9,Y,Rich Gossage
14328,gossari01,1986,1,SDN,NL,45,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,9,Y,Rich Gossage
14570,gossari01,1987,1,SDN,NL,40,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9,Y,Rich Gossage
14812,gossari01,1988,1,CHN,NL,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,Y,Rich Gossage
15047,gossari01,1989,1,SFN,NL,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,Y,Rich Gossage
15048,gossari01,1989,2,NYA,AL,11,,,,,,,,,,,,,,,,,9,Y,Rich Gossage
15513,gossari01,1991,1,TEX,AL,44,,,,,,,,,,,,,,,,,9,Y,Rich Gossage
15738,gossari01,1992,1,OAK,AL,30,,,,,,,,,,,,,,,,,9,Y,Rich Gossage
15974,gossari01,1993,1,OAK,AL,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,Y,Rich Gossage
16214,gossari01,1994,1,SEA,AL,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,Y,Rich Gossage
8618,reeseri01,1964,1,MIN,AL,10,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,N,Rich Reese
8833,reeseri01,1965,1,MIN,AL,14,7,0,2,1,0,0,0,0,0,2,2,1,0,0,0,0,1,N,Rich Reese
9046,reeseri01,1966,1,MIN,AL,3,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,N,Rich Reese
9271,reeseri01,1967,1,MIN,AL,95,101,13,25,5,0,4,20,0,0,8,17,2,0,0,1,1,1,N,Rich Reese
9507,reeseri01,1968,1,MIN,AL,126,332,40,86,15,2,4,28,3,1,18,36,4,3,4,2,6,1,N,Rich Reese
9765,reeseri01,1969,1,MIN,AL,132,419,52,135,24,4,16,69,1,5,23,57,3,5,1,3,6,1,N,Rich Reese
10042,reeseri01,1970,1,MIN,AL,153,501,63,131,15,5,10,56,5,4,48,70,5,7,4,4,7,1,N,Rich Reese
10330,reeseri01,1971,1,MIN,AL,120,329,40,72,8,3,10,39,7,4,20,35,2,5,0,5,9,1,N,Rich Reese
10628,reeseri01,1972,1,MIN,AL,132,197,23,43,3,2,5,26,0,1,25,27,4,0,0,1,4,1,N,Rich Reese
10954,reeseri01,1973,1,DET,AL,59,102,10,14,1,0,2,4,0,0,7,17,1,0,1,0,2,1,N,Rich Reese
10955,reeseri01,1973,2,MIN,AL,22,23,7,4,1,1,1,3,0,0,6,6,0,0,1,0,0,1,N,Rich Reese
6498,ashburi01,1948,1,PHI,NL,117,463,78,154,17,4,2,40,32,,60,22,,1,6,,1,16,Y,Richie Ashburn
6605,ashburi01,1949,1,PHI,NL,154,662,84,188,18,11,1,37,9,,58,38,,1,7,,7,16,Y,Richie Ashburn
6722,ashburi01,1950,1,PHI,NL,151,594,84,180,25,14,2,41,14,,63,32,,2,11,,11,16,Y,Richie Ashburn
6834,ashburi01,1951,1,PHI,NL,154,643,92,221,31,5,4,63,29,6,50,37,,2,17,,4,16,Y,Richie Ashburn
6948,ashburi01,1952,1,PHI,NL,154,613,93,173,31,6,1,42,16,11,75,30,,2,11,,7,16,Y,Richie Ashburn
7067,ashburi01,1953,1,PHI,NL,156,622,110,205,25,9,2,57,14,6,61,35,,5,14,,3,16,Y,Richie Ashburn
7183,ashburi01,1954,1,PHI,NL,153,559,111,175,16,8,1,41,11,8,125,46,,4,14,1,3,16,Y,Richie Ashburn
7294,ashburi01,1955,1,PHI,NL,140,533,91,180,32,9,3,42,12,10,105,36,5,3,2,1,3,16,Y,Richie Ashburn
7419,ashburi01,1956,1,PHI,NL,154,628,94,190,26,8,3,50,10,1,79,45,3,5,6,1,4,16,Y,Richie Ashburn
7544,ashburi01,1957,1,PHI,NL,156,626,93,186,26,8,0,33,13,10,94,44,1,4,1,4,10,16,Y,Richie Ashburn
7669,ashburi01,1958,1,PHI,NL,152,615,98,215,24,13,2,33,30,12,97,48,7,4,7,2,8,16,Y,Richie Ashburn
7793,ashburi01,1959,1,PHI,NL,153,564,86,150,16,2,1,20,9,11,79,42,4,6,7,4,10,16,Y,Richie Ashburn
7921,ashburi01,1960,1,CHN,NL,151,547,99,159,16,5,0,40,16,4,116,50,1,1,7,1,4,16,Y,Richie Ashburn
8046,ashburi01,1961,1,CHN,NL,109,307,49,79,7,4,0,19,7,6,55,27,2,3,1,2,4,16,Y,Richie Ashburn
8177,ashburi01,1962,1,NYN,NL,135,389,60,119,7,3,7,28,12,7,81,39,2,0,1,2,4,16,Y,Richie Ashburn
9408,hebneri01,1968,1,PIT,NL,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N,Richie Hebner
9659,hebneri01,1969,1,PIT,NL,129,459,72,138,23,4,8,47,4,1,53,53,10,8,9,3,7,1,N,Richie Hebner
9929,hebneri01,1970,1,PIT,NL,120,420,60,122,24,8,11,46,2,3,42,48,5,7,3,3,8,1,N,Richie Hebner
10214,hebneri01,1971,1,PIT,NL,112,388,50,105,17,8,17,67,2,2,32,68,1,3,5,6,6,1,N,Richie Hebner
10507,hebneri01,1972,1,PIT,NL,124,427,63,128,24,4,19,72,0,0,52,54,7,6,0,7,8,1,N,Richie Hebner
10824,hebneri01,1973,1,PIT,NL,144,509,73,138,28,1,25,74,0,1,56,60,12,4,3,4,8,1,N,Richie Hebner
11146,hebneri01,1974,1,PIT,NL,146,550,97,160,21,6,18,68,0,3,60,53,5,6,5,7,13,1,N,Richie Hebner
11457,hebneri01,1975,1,PIT,NL,128,472,65,116,16,4,15,57,0,1,43,48,6,10,3,5,7,1,N,Richie Hebner
11742,hebneri01,1976,1,PIT,NL,132,434,60,108,21,3,8,51,1,3,47,39,2,4,4,4,5,1,N,Richie Hebner
12023,hebneri01,1977,1,PHI,NL,118,397,67,113,17,4,18,62,7,8,61,46,8,3,1,4,7,1,N,Richie Hebner
12306,hebneri01,1978,1,PHI,NL,137,435,61,123,22,3,17,71,4,7,53,58,16,9,4,4,8,1,N,Richie Hebner
12564,hebneri01,1979,1,NYN,NL,136,473,54,127,25,2,10,79,3,1,59,59,6,8,1,8,7,1,N,Richie Hebner
12829,hebneri01,1980,1,DET,AL,104,341,48,99,10,7,12,82,0,3,38,45,3,2,2,5,7,1,N,Richie Hebner
13080,hebneri01,1981,1,DET,AL,78,226,19,51,8,2,5,28,1,2,27,28,5,2,1,2,5,1,N,Richie Hebner
13337,hebneri01,1982,1,DET,AL,68,179,25,49,6,0,8,18,1,1,25,21,2,0,0,1,1,1,N,Richie Hebner
13338,hebneri01,1982,2,PIT,NL,25,70,6,21,2,0,2,12,4,0,5,3,0,0,1,0,1,1,N,Richie Hebner
13603,hebneri01,1983,1,PIT,NL,78,162,23,43,4,1,5,26,8,3,17,28,4,1,2,4,3,1,N,Richie Hebner
13848,hebneri01,1984,1,CHN,NL,44,81,12,27,3,0,2,8,1,0,10,15,2,0,0,0,2,1,N,Richie Hebner
14099,hebneri01,1985,1,CHN,NL,83,120,10,26,2,0,3,22,0,1,7,15,1,1,0,0,2,1,N,Richie Hebner
17014,sexsori01,1997,1,CLE,AL,5,11,1,3,0,0,0,0,0,0,0,2,0,0,0,0,2,1,N,Richie Sexson
17238,sexsori01,1998,1,CLE,AL,49,174,28,54,14,1,11,35,1,1,6,42,0,3,0,0,3,1,N,Richie Sexson
17437,sexsori01,1999,1,CLE,AL,134,479,72,122,17,7,31,116,3,3,34,117,0,4,0,8,19,1,N,Richie Sexson
17615,sexsori01,2000,1,CLE,AL,91,324,45,83,16,1,16,44,1,0,25,96,0,4,0,3,8,1,N,Richie Sexson
17616,sexsori01,2000,2,MIL,NL,57,213,44,63,14,0,14,47,1,0,34,63,2,3,0,1,3,1,N,Richie Sexson
17789,sexsori01,2001,1,MIL,NL,158,598,94,162,24,3,45,125,2,4,60,178,5,6,0,3,20,1,N,Richie Sexson
17939,sexsori01,2002,1,MIL,NL,157,570,86,159,37,2,29,102,0,0,70,136,7,8,0,4,17,1,N,Richie Sexson
18084,sexsori01,2003,1,MIL,NL,162,606,97,165,28,2,45,124,2,3,98,151,7,9,0,5,18,1,N,Richie Sexson
18220,sexsori01,2004,1,ARI,NL,23,90,20,21,4,0,9,23,0,0,14,21,0,0,0,0,2,1,N,Richie Sexson
18328,sexsori01,2005,1,SEA,AL,156,558,99,147,36,1,39,121,1,1,89,167,4,6,0,3,14,1,N,Richie Sexson
18425,sexsori01,2006,1,SEA,AL,158,591,75,156,40,0,34,107,1,1,64,154,5,4,0,4,17,1,N,Richie Sexson
18512,sexsori01,2007,1,SEA,AL,121,434,58,89,21,0,21,63,1,0,51,100,1,5,0,1,12,1,N,Richie Sexson
18573,sexsori01,2008,1,SEA,AL,74,252,27,55,8,0,11,30,1,0,37,76,0,0,0,3,8,1,N,Richie Sexson
18574,sexsori01,2008,2,NYA,AL,22,28,2,7,1,0,1,6,0,0,6,10,0,0,0,1,1,1,N,Richie Sexson
10391,ziskri01,1971,1,PIT,NL,7,15,2,3,1,0,1,2,0,0,4,7,0,0,0,0,0,1,N,Richie Zisk
10695,ziskri01,1972,1,PIT,NL,17,37,4,7,3,0,0,4,0,0,7,10,0,0,0,0,1,1,N,Richie Zisk
11030,ziskri01,1973,1,PIT,NL,103,333,44,108,23,7,10,54,0,0,21,63,0,0,0,0,8,1,N,Richie Zisk
11351,ziskri01,1974,1,PIT,NL,149,536,75,168,30,3,17,100,1,1,65,91,7,0,0,3,12,1,N,Richie Zisk
11639,ziskri01,1975,1,PIT,NL,147,504,69,146,27,3,20,75,0,1,68,109,9,2,0,4,12,1,N,Richie Zisk
11922,ziskri01,1976,1,PIT,NL,155,581,91,168,35,2,21,89,1,0,52,96,3,0,0,8,20,1,N,Richie Zisk
12212,ziskri01,1977,1,CHA,AL,141,531,78,154,17,6,30,101,0,4,55,98,7,3,1,9,15,1,N,Richie Zisk
12474,ziskri01,1978,1,TEX,AL,140,511,68,134,19,1,22,85,3,3,58,76,7,3,4,5,14,1,N,Richie Zisk
12743,ziskri01,1979,1,TEX,AL,144,503,69,132,21,1,18,64,1,1,57,75,4,0,1,2,15,1,N,Richie Zisk
12996,ziskri01,1980,1,TEX,AL,135,448,48,130,17,1,19,77,0,2,39,72,5,0,1,4,18,1,N,Richie Zisk
13254,ziskri01,1981,1,SEA,AL,94,357,42,111,12,1,16,43,0,2,28,63,3,3,0,0,8,1,N,Richie Zisk
13517,ziskri01,1982,1,SEA,AL,131,503,61,147,28,1,21,62,2,1,49,89,4,1,0,3,9,1,N,Richie Zisk
13764,ziskri01,1983,1,SEA,AL,90,285,30,69,12,0,12,36,0,0,30,61,3,0,0,3,6,1,N,Richie Zisk
14008,aguilri01,1985,1,NYN,NL,22,36,1,10,2,0,0,2,0,0,1,5,0,0,7,0,1,1,N,Rick Aguilera
14247,aguilri01,1986,1,NYN,NL,32,51,4,8,0,0,2,6,0,0,3,12,0,0,3,0,0,1,N,Rick Aguilera
14488,aguilri01,1987,1,NYN,NL,18,40,5,9,1,0,1,3,0,0,1,17,0,0,6,0,0,1,N,Rick Aguilera
14731,aguilri01,1988,1,NYN,NL,11,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,N,Rick Aguilera
